id	EC
ChiCTR2200059393	不可控制的肝癌或其他系统肿瘤者。
ChiCTR2200059393	曾接受器官移植。
ChiCTR2200059393	正接受糖皮质激素或其他免疫抑制治疗。
ChiCTR2200059393	长期或近期服用抗菌药物、益生菌及相关药物者。
ChiCTR2200059388	MELD评分>17分；
ChiCTR2200059388	口服或应用抗生素；
ChiCTR2200059388	相关药物过敏；
ChiCTR2200059388	应用免疫抑制药物；
ChiCTR2200059388	艰难梭菌阳性；
ChiCTR2200059388	妊娠；
ChiCTR2200059388	感染；
ChiCTR2200059388	滥用酒精；
ChiCTR2200059388	不能提供知情同意书的患者。
ChiCTR2200058923	血液系统疾病患者；
ChiCTR2200058923	其他严重脏器合并症及除符合米兰国际标准以外的恶性肿瘤患者；
ChiCTR2200058923	未经规律随访及治疗；
ChiCTR2200058923	其他部位出血者。
ChiCTR2200058811	治疗前4周使用过抗生素；
ChiCTR2200058811	原发性肝癌或其他系统肿瘤；
ChiCTR2200058811	肝功能Child C级；
ChiCTR2200058811	受试者患有任何不稳定或者未控制的心血管、肺、肝、肾、泌尿生殖、血液学、凝血功能、免疫学、代谢或其他医学疾病，且研究者认为会干扰研究结果或危害受试者的安全性；
ChiCTR2200058811	受试者既往有严重的过敏病史；
ChiCTR2200058811	妊娠、哺乳期患者或近3月计划生育的患者；
ChiCTR2200058811	筛选前1年内，受试者具有药物滥用（定义为使用任何违禁药物）史或者酗酒史；
ChiCTR2200058811	受试者患有活动性精神病，研究者认为可能干扰其对研究流程的依从性；
ChiCTR2200058811	受试者无法参加所有的研究访视或者遵守研究流程；
ChiCTR2200058811	3月内参加过或正在参加其他临床研究。
ChiCTR2200058435	中途退出及失访者；
ChiCTR2200058435	存在精神障碍、合并其他重大疾病的患者；
ChiCTR2200058435	临床确诊为肝癌的患者；
ChiCTR2200058435	合并其他病毒性肝炎、自身免疫性肝病、药物性肝病等其他肝脏疾病的肝硬化患者。
ChiCTR2200058110	无法遵守或拒绝签署知情同意书；
ChiCTR2200058110	对考来烯胺过敏史；
ChiCTR2200058110	胃镜检查显示食管胃底静脉曲张严重，或红色征(RC)阳性；
ChiCTR2200058110	有食管胃底静脉曲张出血史或肝性脑病史；
ChiCTR2200058110	Child-Pugh 得分≥10；
ChiCTR2200058110	血小板< 30×10^9/L；
ChiCTR2200058110	酗酒史:男性酒精摄入量＞210 g/w，女性酒精摄入量＞140 g/w；
ChiCTR2200058110	肝脏疾病的其他原因，包括自身免疫、药物诱导的肝损伤、酒精或遗传代谢性肝病，或肝癌；
ChiCTR2200058110	其他系统如循环、呼吸、泌尿系统等严重疾病或癌；
ChiCTR2200058110	有肠切除术、脾切除术或栓塞术病史；
ChiCTR2200058110	HIV感染或其他如糖尿病、肾功能不全、自身免疫性疾病、甲状腺疾病等器官功能障碍；
ChiCTR2200058110	A、C、D或E型肝炎病毒感染；
ChiCTR2200058110	孕妇或哺乳期妇女；
ChiCTR2200058110	二甲双胍使用史；
ChiCTR2200058110	入组前7天内使用抗生素；
ChiCTR2200058110	入组前30天内使用免疫调节剂；
ChiCTR2200058110	服用益生菌；
ChiCTR2200058110	服用恩替卡韦以外的抗病毒药物；
ChiCTR2200058110	参加另一项临床试验。
ChiCTR2200058110	受试者可以在以下情况下随时退出试验:患者发生严重不良事件，研究人员认为有必要中断试验，患者需要在研究期间结束。
ChiCTR2200057794	ASA分级IV或V类；
ChiCTR2200057794	长期服用镇痛类或镇静药物；
ChiCTR2200057794	肝性脑病；
ChiCTR2200057794	神经系统疾病，如阿尔茨海默病或帕金森氏症；
ChiCTR2200057794	对苯二氮卓类药物或阿片类药物过敏；
ChiCTR2200057794	拒绝签署知情同意书。
ChiCTR2200057486	肝癌性、心源性、结核性以及肾源性腹水者；
ChiCTR2200057486	肝硬化代偿期及无腹水者；
ChiCTR2200057486	合并心血管、肾、造血系统、神经系统严重疾病、肿瘤病以及精神病患者；
ChiCTR2200057486	合并有消化道出血者；
ChiCTR2200057486	妊娠或哺乳期妇女。
ChiCTR2200056932	确诊或可疑恶性肿瘤；
ChiCTR2200056932	妊娠；
ChiCTR2200056932	HIV感染；
ChiCTR2200056932	严重肝损伤（黄疸85umol/L和INR1.
ChiCTR2200056922	妊娠或哺乳期妇女。
ChiCTR2200056922	明显凝血机制障碍者，有出血倾向者。
ChiCTR2200056922	合并有严重心、脑、肺等重要器官疾病或有严重并发症者（并发肝性脑病、难治性腹水、肝肾综合征等）或合并全身严重感染者。
ChiCTR2200056922	目前正在参加其他临床试验者。
ChiCTR2200056555	无完整病例信息；
ChiCTR2200056555	不能与癌栓区分的患者。
ChiCTR2200056267	自身免疫性疾病患者；
ChiCTR2200056267	过敏体质者；
ChiCTR2200056267	合并肝癌患者；
ChiCTR2200056267	心、肺、肾等脏器功能衰竭患者。
ChiCTR2200056267	自身免疫性疾病患者；
ChiCTR2200056267	过敏体质者；
ChiCTR2200056267	合并肝癌患者；
ChiCTR2200056267	心、肺、肾等脏器功能衰竭患者。
ChiCTR2200056227	同时合并其他原发性恶性肿瘤；
ChiCTR2200056227	严重的凝血功能障碍或严重的血小板减少性紫癜；
ChiCTR2200056227	合并严重的心、肾功能不全，控制欠佳的糖尿病和高血压等其他疾病
ChiCTR2200055895	存在其他不可控制的影响认知功能的神经-精神疾病或神经系统疾病如阿尔茨海默病、帕金森氏病、精神分裂症等；
ChiCTR2200055895	过去4周内服用催眠或镇静药、精神类药物；
ChiCTR2200055895	过去3月内酒精摄入男性>20g/天，女性＞10g/天；
ChiCTR2200055895	其他无法独立完成测试的情况如红绿色盲、无法读写、存在理解困难等；
ChiCTR2200055895	研究者认为不适合参加者。
ChiCTR2200055799	怀孕或者哺乳期的患者；
ChiCTR2200055799	凝血功能、心功能、肺功能严重异常或一般情况较差的患者；
ChiCTR2200055799	肝静脉、门静脉、肠系膜静脉血栓患者；
ChiCTR2200055799	肝恶性肿瘤或肝功能失代偿（Child C 或 MELD > 2
ChiCTR2200055799	患者碘过敏患者。
ChiCTR2200055582	有脑出血、脑梗死、脑肿瘤、颅内感染、癫痫等脑部疾病患者；有酮症酸中毒、低血糖、肾性脑病、肺性脑病等代谢性脑病患者；有酒精性脑病、重金属中毒性脑病、戒断综合征等中毒性脑病患者;
ChiCTR2200055582	有精神疾病病史患者;
ChiCTR2200055582	显性肝性脑病或既往有显性肝性脑病病史患者;
ChiCTR2200055582	有糖尿病、严重心肺疾病、肾功能不全、甲状腺疾病、肠梗阻等易引起胃肠动力不足疾病患者,乳糖不耐受患者,有其他可导致营养不良、慢性腹泻等的肝外疾病患者,6周内有消化道出血病史患者,有持续性活动性感染患者;
ChiCTR2200055582	两周内接受过幽门螺杆菌杀菌治疗或服用过抗生素、乳果糖、益生菌、PPI及胃肠动力药如莫沙比利、多潘立酮等的患者；1个月内接受过灌肠或结肠镜检测的患者;
ChiCTR2200055582	接受过胃、肠切除等腹部手术患者;
ChiCTR2200055582	存在听力、视力障碍以致不能接受数字连接试验和数字符号试验检查的患者;
ChiCTR2200055582	依从性差及存在其他可能影响本次实验结果因素的患者.
ChiCTR2200055241	1 个月内出现食管胃底静脉曲张破裂出血、2级及以上肝性脑病、难治性腹水、肝肾综合征等严重并发症；
ChiCTR2200055241	2 周内存在未控制的严重感染；
ChiCTR2200055241	乙型肝炎病毒（HBV）DNA≥ 检测下限；
ChiCTR2200055241	乙肝肝硬化患者在研究过程中可能中止抗病毒治疗，或接受抗乙型肝炎病毒治疗少于 12 个月；
ChiCTR2200055241	丙肝肝硬化患者在研究过程中可能中止抗病毒治疗，或接受抗病毒治疗未超过 12 个月；
ChiCTR2200055241	自免疫性肝硬化患者接受糖皮质激素治疗少于 6 个月；
ChiCTR2200055241	接受经颈静脉肝内门体静脉分流术（TIPS）少于 6 个月；
ChiCTR2200055241	纳入研究后不愿意停止饮酒；
ChiCTR2200055241	严重黄疸（血清总胆红素水平≥ 170μmol/L）；明显肾功能不全（血清肌酐≥ 正常上限的
ChiCTR2200055241	2 倍）；严重电解质异常（血清钠水平＜125 mmol/l）；严重的白细胞减少（白细胞计数＜1× 10^9/升）；
ChiCTR2200055241	合并胆道梗阻，或存在肝静脉、或门静脉、或脾静脉血栓，或门静脉海绵样变的患者；
ChiCTR2200055241	有脾切断流、或门体分流等外科手术史者；
ChiCTR2200055241	确诊或怀疑合并恶性肿瘤者；
ChiCTR2200055241	主要器官移植病史或者合并严重的心、肺、肾、血液、内分泌等系统疾病者；
ChiCTR2200055241	吸毒、接受美沙酮治疗、存在药品依赖情况或精神疾病患者；
ChiCTR2200055241	人类免疫缺陷病毒(HIV)抗体检查结果呈阳性；
ChiCTR2200055241	1 月内接受过输血及其他血液制品治疗者；
ChiCTR2200055241	妊娠、哺乳期妇女或近期有生育计划者；
ChiCTR2200055241	过敏体质或有严重过敏史者；
ChiCTR2200055241	近 3 个月内参加其他临床试验者；
ChiCTR2200055241	研究者认为的患者不宜参加本研究的其他情况。
ChiCTR2100054420	各类型感染性肠病；
ChiCTR2100054420	各类型功能性肠病；
ChiCTR2100054420	炎症性肠病；
ChiCTR2100054420	缺血性肠病、急性肠系膜上动脉栓塞等血管性肠病；
ChiCTR2100054420	肠道恶性肿瘤；
ChiCTR2100054420	其他原发性肠病。
ChiCTR2100053877	恶性腹水或根据2012年美国肝病研究协会（AASLD）推荐的顽固型腹水诊断标准被诊断为顽固型腹水者；
ChiCTR2100053877	对酵母或酵母源制品有已知的过敏史/过敏反应者，或对研究制剂中任何组分过敏者；过敏体质（多种药物或食物过敏）、或有生物制品过敏史、其他原因引起的严重全身过敏反应历史且研究者判断不适合使用试验药物治疗者
ChiCTR2100053877	筛选期Child-Pugh分级为C级者；
ChiCTR2100053877	中性粒细胞绝对值（ANC）<1.0×10^9/L（1000/mm^3）
ChiCTR2100053877	血小板（PLT）<20×10^9/L（2×10^4/mm^3）
ChiCTR2100053877	血红蛋白（HGB）<8.0 g/dL；
ChiCTR2100053877	血清肌酐>正常值上限（ULN）；
ChiCTR2100053877	尿蛋白检查结果异常且有临床意义；
ChiCTR2100053877	筛选时存在活动性心血管系统疾病或病史，或其他研究者判断不适合接受人血白蛋白治疗的情况，具体包括但不限于，高血压（收缩压>140 mmHg或舒张压>90 mmHg，研究者判断用药控制良好且病情稳定的除外）、重度贫血、急性心脏病、严重的心肺或结构性心脏病、严重心律失常、（正常血容量或高血容量的）失代偿心力衰竭、不稳定心绞痛、筛选前近6个月内发生心肌梗塞、需药物治疗的心动过速/过缓、三度房室传导阻滞等；
ChiCTR2100053877	筛选时存在活动性代谢系统疾病或病史，或其他研究者判断不适合接受血清白蛋白治疗的肾损伤情况，具体包括但不限于，肾性/肾后性无尿、肝肾综合征（HRS）、慢性肾脏疾病、乙肝相关肾病等；
ChiCTR2100053877	筛选时存在活动性恶性肿瘤（包括肝细胞癌[HCC]），或既往5年内有恶性肿瘤病史（接受治愈性治疗的宫颈癌或乳腺癌的原位癌、非黑色素瘤皮肤癌、局限性前列腺癌、原位导管癌等风险极低恶性肿瘤除外）者；
ChiCTR2100053877	首次给予试验用药品前30天内曾接受皮质激素或人血浆制剂（包括人血白蛋白制剂）治疗者；有器官移植史者；在研究期间需进行或计划进行介入性有创检查或治疗者；
ChiCTR2100053877	筛选前30天内参加或筛选时正在参加其它新药或医疗器械临床试验，且使用了研究药物/研究治疗者；既往曾参加重组人血清白蛋白临床试验者；
ChiCTR2100053877	人类免疫缺陷病毒（HIV）抗体检查结果阳性，或患有梅毒（定义为梅毒抗体检测阳性且反应素试验阳性）者；
ChiCTR2100053877	筛选前30天内每周饮酒量超过14单位酒精者（1单位酒精=360 mL啤酒或45 mL酒精量为40%的烈酒或150 mL葡萄酒），或签署知情同意书后无法戒酒者；
ChiCTR2100053877	妊娠期或哺乳期女性；
ChiCTR2100053877	研究者认为不适合参加本研究的其他原因。
ChiCTR2100053815	查血清 HIV 阳性；
ChiCTR2100053815	合并其他病毒性肝病、非酒精性脂肪性肝炎、明确的药损性肝病、自免肝等其他慢性肝病；
ChiCTR2100053815	合并其他慢性重型肝炎、失代偿期肝硬化、肝癌等严重或终末期肝病者；
ChiCTR2100053815	其他疾病严重影响其生活质量者。如有严重器官功能障碍及重症糖尿病，因肝病引发的肝肾综合征、肝肺综合征或其他严重外伤者；
ChiCTR2100053815	过敏体质及对多种药物过敏者；
ChiCTR2100053815	文盲、妊娠期或哺乳期妇女，精神障碍患者。
ChiCTR2100053664	肝脏或胃肠道等恶性肿瘤；
ChiCTR2100053664	未控制的严重活动性感染（>2级）或败血症；
ChiCTR2100053664	自发性细菌性腹膜炎；
ChiCTR2100053664	严重的心、肾、肺功能不全；
ChiCTR2100053664	曾接受TIPS或手术分流史；
ChiCTR2100053664	无诱因的显性肝性脑病或复发性/自发性肝性脑病史；
ChiCTR2100053664	对造影剂过敏；
ChiCTR2100053664	布加综合征；
ChiCTR2100053664	酒精依赖或使用精神类药物（苯二氮卓类，阿片等药物）；
ChiCTR2100053664	不相关的神经精神疾病，包括痴呆；
ChiCTR2100053664	入组前3月胃肠道手术史，如结肠切除；
ChiCTR2100053664	怀孕或哺乳期受试者；
ChiCTR2100053664	研究者认为依从性差。
ChiCTR2100053183	因肝癌转移灶破裂或出血急诊手术；
ChiCTR2100053183	既往抗癌治疗，如经动脉化疗栓塞或放疗；
ChiCTR2100053183	术后病理结果提示癌旁肝组织已变为肝硬化；
ChiCTR2100053183	病历不完整；
ChiCTR2100053183	围手术期死亡；
ChiCTR2100053183	随访时间不超过3个月；
ChiCTR2100053183	其他心脏、肺、肾恶性肿瘤或严重疾病病史。
ChiCTR2100052285	合并心血管、脑、肺、肾等重要器官严重器质性疾病、肿瘤患者；
ChiCTR2100052285	合并上消化道大出血、肝性脑病、肝肾综合征等危及生命的肝硬化终末期并发症者；
ChiCTR2100052285	精神疾病患者、妊娠或哺乳期妇女；
ChiCTR2100052285	近3个月使用白蛋白、血浆制剂及其他促进血浆白蛋白合成药物的患者；
ChiCTR2100052285	各种原因导致患者无法达到目标能量要求。
ChiCTR2100051981	非乙型肝炎病毒感染导致的肝硬化腹水者；
ChiCTR2100051981	意识不清、不能表达主观不适症状者及精神病患者；
ChiCTR2100051981	合并心力衰竭、呼吸衰竭、严重肾功能不全及合并其他严重感染性疾病者；
ChiCTR2100051981	有严重出血倾向者。
ChiCTR2100051981	孕妇及哺乳期妇女；
ChiCTR2100051981	正在进行其他临床研究者或研究者认为不适合参加研究的其他情况。
ChiCTR2100051070	过去1个月内接受质子泵抑制剂、抗生素、激素、免疫抑制剂或化疗药物者；
ChiCTR2100051070	有心血管疾病、糖尿病、肠道炎症性疾病、严重基础疾病、精神疾病或其他疾病的患者；
ChiCTR2100051070	目前服用微生物制剂、酸奶或其他益生菌者。
ChiCTR2100051042	美国麻醉学会（ASA）IV级或V级身体状况的患者；
ChiCTR2100051042	活动性胃肠道出血；
ChiCTR2100051042	持续饮酒；
ChiCTR2100051042	精神病；
ChiCTR2100051042	药物滥用；
ChiCTR2100051042	服用神经活性药物（例如苯二氮卓类、抗癫痫药以及任何其他镇静剂和麻醉药）的患者；
ChiCTR2100051042	有肝性脑病临床症状的患者；
ChiCTR2100051042	不能完成HE检查的有视觉或精神障碍的患者；
ChiCTR2100051042	具有全麻禁忌症者或既往曾出现过麻醉意外史者；
ChiCTR2100051042	已知或怀疑对丙泊酚注射液、环泊酚注射液辅料、阿片类药物等过敏或禁忌者；
ChiCTR2100051042	合并颅脑损失、颅内高压、脑卒中、不稳定心绞痛、心肌梗死者；
ChiCTR2100051042	筛选前1个月内参加过任何药物临床试验者；
ChiCTR2100051042	妊娠和哺乳期女性；具有生育能力的女性或男性不愿意在整个试验期间避孕；在试验后1个月内有妊娠计划的受试者（包括男性受试者）；
ChiCTR2100051042	研究者认为具有任何其他不宜参加此试验因素的受试者。
ChiCTR2100050743	罹患严重的心、肺、肾（肌酐>177umol/L）、血液、内分泌系统、精神神经系统疾病者；
ChiCTR2100050743	纳入1月内拟行肝移植者；
ChiCTR2100050743	纳入前3个月内行经颈静脉肝内门体分流术者；
ChiCTR2100050743	严重低钾血症（K<2.5mmol.L）
ChiCTR2100050743	出现严重感染；
ChiCTR2100050743	纳入时和纳入后出血消化道出血；
ChiCTR2100050743	对双歧杆菌乳杆菌三联活菌片有过敏和特异质反应者。
ChiCTR2100050674	对试验药物过敏；
ChiCTR2100050674	长期使用镇静镇痛药物、酒精依赖、药物成瘾者；
ChiCTR2100050674	无法完成随访的患者。
ChiCTR2100050546	合并其他影响胃排空因素的患者，如：糖尿病、孕妇、非常肥胖（BMI >35kg/m
ChiCTR2100050546	合并肠梗阻、终末期肾病等；
ChiCTR2100050546	严重的心肺疾病患者；
ChiCTR2100050546	精神障碍不能合作者；
ChiCTR2100050546	既往胃肠道手术史；
ChiCTR2100050546	药物滥用史；
ChiCTR2100050546	禁食禁饮8h后胃仍未排空者。
ChiCTR2100050001	手术不能完全切除病灶；
ChiCTR2100050001	接受肿瘤消融术、重复肝门阻断；
ChiCTR2100050001	BCLC分期C和D级；
ChiCTR2100050001	重度肾功能不全，包括下列任何一项：
ChiCTR2100050001	血清肌酐＞ 4 mg/dL（或353.6 μmol/L）；
ChiCTR2100050001	长期腹膜透析或血液透析；
ChiCTR2100050001	严重获得性或先天性高甘油三酯血症：甘油三酯≥3 mmol/L（或267 mg/dl）；
ChiCTR2100050001	在本研究开始前1周内连续3天接受TPN；
ChiCTR2100050001	在本研究开始前1个月内接受化疗或放疗；
ChiCTR2100050001	严重的慢性神经系统疾病，例如在过去6个月内发生脑血管意外并出现持续性神经功能缺损；
ChiCTR2100050001	患者在本研究开始前4周内参加了其他干预性临床研究，在研究期间至30天（末次随访）未同时入组药物试验；
ChiCTR2100050001	病史显示已知对鱼类、蛋类、大豆或花生蛋白或研究药物的任何活性物质或辅料过敏；
ChiCTR2100050001	根据研究者的判断，不具备参加本研究资格的患者，例如妊娠或哺乳期患者、急性肺水肿患者、失代偿性心功能不全患者或充血性心力衰竭患者；
ChiCTR2100050001	患者怀孕或正在哺乳，并打算继续母乳喂养；
ChiCTR2100050001	患者有严重的凝血障碍或急性休克；
ChiCTR2100050001	术中/术后疾病进展（术后和患者入组前进行评估）：
ChiCTR2100050001	术中输血量＞ 1000 ml；
ChiCTR2100050001	有PN禁忌的病情发生；
ChiCTR2100050001	术中或术后尿量＜ 0.5 mL/kg/h；
ChiCTR2100050001	需要进行术后血液过滤或透析；
ChiCTR2100050001	禁忌或不能通过中心静脉插管；
ChiCTR2100050001	术中发生严重的并发症，包含复苏、出血性和感染性休克、急性单器官和多器官功能障碍，包括由于肺部、肝脏、肾功能不全禁止术后早期插管，需要接受肝脏特异性治疗和肾脏替代治疗。
ChiCTR2100049366	基线数据不完整或失访；
ChiCTR2100049366	合并肝细胞癌或其他恶性肿瘤；
ChiCTR2100049366	术前行肝移植术；
ChiCTR2100049366	既往行TIPS术或手术分流；
ChiCTR2100049366	随访期间经多普勒超声证实支架失功；
ChiCTR2100049366	TIPS后消化道出血但支架状态不明。
ChiCTR2100049222	非HBV原因导致的慢性肝脏疾病（例如HCV感染、酒精性肝病、重度脂肪肝、药物性肝损伤、自身免疫性肝病、遗传代谢性肝病等）；
ChiCTR2100049222	对恩替卡韦及其药物成分过敏者；
ChiCTR2100049222	对拉米夫定和替比夫定耐药患者；
ChiCTR2100049222	3级及以上肝性脑病；
ChiCTR2100049222	有其他肝硬化失代偿表现，包括消化道出血、肝肾综合征、肝肺综合征；
ChiCTR2100049222	慢性肝衰竭或慢加急性肝衰竭；
ChiCTR2100049222	Child-Pugh评分大于12分；
ChiCTR2100049222	筛选时AFP≥100ng/ml或Cr高于正常值上限1.5倍；
ChiCTR2100049222	合并恶性肿瘤患者（不包括已治愈者，包括原发性肝癌）；
ChiCTR2100049222	合并心、肺、肾、脑、血液等重要脏器严重疾病伴功能不全者；
ChiCTR2100049222	合并严重精神疾病的患者,（如抑郁症、躁狂症、癫痫发作、精神分裂症等）；
ChiCTR2100049222	孕妇及哺乳期妇女；
ChiCTR2100049222	患者依从性差，无法完成随访要求；
ChiCTR2100049222	研究者认为不适合参加本研究的患者。
ChiCTR2100049083	既往无失代偿病史，例如上消化道出血、腹水、肝性脑病等
ChiCTR2100049083	大量饮酒史：男性每周＞210g/L，女性每周＞140g/L
ChiCTR2100049083	其他病因肝硬化，例如非酒精性脂肪肝相关肝硬化
ChiCTR2100049083	有出血性疾病病史，例如脑出血等
ChiCTR2100049083	未控制的高血压（收缩压＞160mmHg）
ChiCTR2100049083	血小板＜50×109/L
ChiCTR2100049083	门静脉系统血栓
ChiCTR2100049083	正在应用其他抗凝或抗血小板药物，如阿司匹林、低分子肝素、华法林等
ChiCTR2100049083	肝癌或其他系统严重疾病及肿瘤，例如循环系统、呼吸系统、泌尿系统功能不全或衰竭等
ChiCTR2100049083	血液系统疾病，如易栓症、肿瘤等
ChiCTR2100049083	6个月内脾切除术
ChiCTR2100049083	6个月内腹腔手术或炎症
ChiCTR2100049083	对本药物过敏
ChiCTR2100049083	妊娠或哺乳
ChiCTR2100049083	使用细胞色素P450 3A4抑制剂（酮康唑，人类免疫缺陷病毒患者的蛋白酶抑制剂抗逆转录病毒治疗）或细胞色素诱导剂（利福平），苯妥英钠等
ChiCTR2100049083	正在应用活血化瘀类及抗纤维化、肝硬化的药物的患者
ChiCTR2100049083	参与另一项临床试验
ChiCTR2100048884	其他类型的肝硬化患者，如丙肝、酒精性肝硬化、非酒精性脂肪肝、自身免疫性肝病等；
ChiCTR2100048884	急性、慢加急性肝衰竭患者（病程<12周）；
ChiCTR2100048884	继发性肌少症的其他疾病（心、肺、肾、脑、恶性肿瘤）；
ChiCTR2100048884	神经系统疾病及肌肉退行性病变；
ChiCTR2100048884	围手术期患者；
ChiCTR2100048884	积极运动者（PARS-3运动量表大于等于20分视为积极运动）；
ChiCTR2100048884	资料不全的患者。
ChiCTR2100048883	肝硬化代偿期，原发性肝癌而无肝硬化；
ChiCTR2100048883	二次或多次移植，多脏器联合移植；
ChiCTR2100048883	术前超声心动图数据记录不全以至于不能确切诊断者；
ChiCTR2100048883	术后无随访数据或基线资料不去者。
ChiCTR2100048620	其他原因（贲门撕裂、胃溃疡、胃癌）引起上消化道出血患者；
ChiCTR2100048620	既往行门体分流术或脾切断流手术者；
ChiCTR2100048620	怀孕或哺乳的妇女；
ChiCTR2100048620	研究者认为患者不适合参加本研究的其他情况。
ChiCTR2100047550	合并肝癌及其他严重的消化系统疾病、心脑血管疾病、呼吸系统疾病、泌尿系统疾病、血液系统疾病、自身免疫性疾病、神经系统疾病等；
ChiCTR2100047550	后期行肝移植治疗者；
ChiCTR2100047550	数据资料不完整，缺失较多者。
ChiCTR2100047466	合并原发性或继发性肝恶性肿瘤的患者；
ChiCTR2100047466	合并血液系统疾病的患者；
ChiCTR2100047466	布-加综合征患者；
ChiCTR2100047466	资料不全的患者。
ChiCTR2100047110	合并肝脏或其他脏器的恶性肿瘤或有既往肿瘤病史；
ChiCTR2100047110	并发消化道出血、自发性腹膜炎、肝性脑病、肝肾综合症以及急性感染发作期；
ChiCTR2100047110	有严重的心、肺、肾或血液系统疾病及衰竭状态患者；
ChiCTR2100047110	怀孕或哺乳期妇女；
ChiCTR2100047110	过敏体质；
ChiCTR2100047110	酗酒、药物滥用史，并未能有效戒除者；
ChiCTR2100047110	3月内参加过其他临床试验；
ChiCTR2100047110	研究者认为的患者不宜参加本研究的其他情况。
ChiCTR2100046996	手术时间>1h，术中大出血转开放手术。
ChiCTR2100045965	合并有贫血、恶性肿瘤或自身免疫性疾病患者；
ChiCTR2100045965	合并有糖尿病、高脂血症、甲亢、甲减、痛风等代谢性疾病患者；
ChiCTR2100045965	合并肾功能不全患者；
ChiCTR2100045965	妊娠或哺乳期患者。
ChiCTR2100045599	合并其它肝病患者，包括慢性丙型病毒性肝炎、慢性酒精性肝炎、药物性肝炎、自身免疫性肝病（根据各临床单位判定标准，满足诊断标准的ANA滴度阳性者）等，及已经发生肝衰竭、原发性肝细胞癌的患者。
ChiCTR2100045599	合并有严重心脏、血液、呼吸系统和中枢神经系统等疾病者。
ChiCTR2100045599	慢性肾脏病或入组前肌酐清除率＜60ml/min。
ChiCTR2100045599	抗-HIV 阳性。
ChiCTR2100045599	严重骨病（如骨软化症、慢性骨髓炎、成骨不全症、软骨病）或多发性骨折。
ChiCTR2100045599	有胰腺炎或 5 年内有恶性肿瘤病史（但不包括在诊断 5 年内临床治愈的子宫颈上皮癌、鳞状上皮癌或皮肤基底细胞癌）者。
ChiCTR2100045599	计划接受器官移植术或已接受器官移植术者。
ChiCTR2100045599	法律规定的残疾患者（盲、聋、哑、智力障碍、精神障碍等）。
ChiCTR2100045599	最近 1 年内有酗酒或吸毒史。
ChiCTR2100045599	孕妇、哺乳期妇女或近期有生育计划者。
ChiCTR2100045599	近 3 个月内参加过其它药物临床试验的患者。
ChiCTR2100045372	恶性肿瘤患者，肝细胞癌除外；
ChiCTR2100045372	医疗记录不完整；
ChiCTR2100045372	侵入性操作前7天接受抗凝或抗血小板药物治疗；
ChiCTR2100045372	既往曾患血液系统疾病；
ChiCTR2100045372	侵入性操作前5天出现急性出血；
ChiCTR2100045372	药物所致血小板减少；
ChiCTR2100045372	HIV感染者。
ChiCTR2100045338	恶性肿瘤患者，肝细胞癌除外；
ChiCTR2100045338	缺少侵入性操作前血小板计数检查结果；
ChiCTR2100045338	医疗记录不完整；
ChiCTR2100045338	侵入性操作前7天接受抗凝或抗血小板药物治疗；
ChiCTR2100045338	既往曾患血液系统疾病；
ChiCTR2100045338	侵入性操作前5天出现急性出血；
ChiCTR2100045338	药物所致血小板减少；
ChiCTR2100045338	HIV感染者。
ChiCTR2100044986	进展期肝恶性肿瘤患者；
ChiCTR2100044986	进展期胃肠道肿瘤患者。
ChiCTR2100044375	排除乙肝病毒外其他病毒重叠感染，如HAV、HCV、HDV、HEV、HIV、EBV、CMV等；
ChiCTR2100044375	排除合并自身免疫性肝病、酒精性肝病、药物性肝病、遗传代谢性肝病、血吸虫肝硬化等其他肝脏疾病；
ChiCTR2100044375	排除既往有肝细胞癌或入院1年内诊断为肝细胞癌的患者；
ChiCTR2100044375	排除合并其他显著影响患者生存率的疾病，包括严重的心脏、肺、肾脏、消化、神经、精神疾病、免疫性疾病、代谢性疾病等.
ChiCTR2100043794	门静脉系统栓塞症；
ChiCTR2100043794	脾切除术；
ChiCTR2100043794	肝性脑病；
ChiCTR2100043794	直径>3cm的产生局部压迫效应的肝脏占位性病变（如肝囊肿、血管瘤等）；
ChiCTR2100043794	存在行上腹部增强CT检查的禁忌症，如碘过敏、外周静脉过细不能进行造影剂注射者；
ChiCTR2100043794	存在胃镜检查的禁忌症。
ChiCTR2100043239	排除合并其他原因如乙型肝炎等引起的肝脏疾病患者；
ChiCTR2100043239	排除合并冠心病、糖尿病患者；
ChiCTR2100043239	排除慢性肾脏病Ⅲ期及以上患者；
ChiCTR2100043239	排除基线诊断原发性肝癌患者。
ChiCTR2100042882	不愿接受胃镜检查或存在胃镜检查禁忌；
ChiCTR2100042882	术前1个月内服用PPI、抗生素、益生菌及益生元等；
ChiCTR2100042882	既往接受外科门体分流或断流术；
ChiCTR2100042882	有肝、胃外科手术史；
ChiCTR2100042882	主观不愿意继续完成临床研究；
ChiCTR2100042882	严重大器官功能衰竭（心、肺、肾等）、严重感染及非肝脏恶性肿瘤；
ChiCTR2100042882	研究者认为不适于参与的任何医学或非医学状况。
ChiCTR2100042504	孕妇；
ChiCTR2100042504	入院后检查发现或入院前已经发现肝癌或其它恶性肿瘤；
ChiCTR2100042504	存在严重的肝外器官慢性疾病：
ChiCTR2100042504	COPD合并呼吸衰竭；
ChiCTR2100042504	冠心病心功能3级；
ChiCTR2100042504	入院前3个月内有心肌梗塞；
